player_id,3/20/2025,3/21/2025,3/22/2025,3/23/2025,3/27/2025,3/28/2025,3/29/2025,3/30/2025,4/5/2025,4/7/2025
458,UCLA,Kentucky,St. John's,,,,,,,
459,Texas Tech,Maryland,Wisconsin,,,,,,,
460,Gonzaga,Illinois,Texas Tech,Arizona,BYU,,,,,
461,Wisconsin,Kentucky,St. John's,,,,,,,
462,Wisconsin,Michigan State,Texas Tech,Maryland,Alabama,Tennessee,Auburn,Houston,,
463,Wisconsin,Kentucky,,,,,,,,
464,St. John's,Illinois,Texas A&M,,,,,,,
465,St. John's,Kentucky,Purdue,Alabama,Texas Tech,Michigan State,Auburn,Florida,,
466,Louisville,,,,,,,,,
467,Clemson,,,,,,,,,
468,Purdue,Arizona,Texas Tech,Illinois,,,,,,
469,UCLA,Marquette,,,,,,,,
470,Wisconsin,Connecticut,Drake,,,,,,,
471,St. John's,Oregon,Tennessee,Maryland,Alabama,Michigan State,Houston,Florida,,
472,UC San Diego,,,,,,,,,
473,Gonzaga,Oregon,Wisconsin,,,,,,,
474,Wisconsin,Iowa State,Purdue,Maryland,Alabama,Auburn,Michigan State,Houston,,
475,UC San Diego,,,,,,,,,
476,St. John's,Kentucky,Texas A&M,,,,,,,
477,Louisville,,,,,,,,,
478,Drake,Iowa State,Purdue,Maryland,Texas Tech,Houston,Tennessee,Florida,,
479,Tennessee,Michigan State,Texas Tech,Alabama,Arkansas,,,,,
480,Tennessee,Michigan State,Houston,Iowa State,,,,,,
481,Missouri,,,,,,,,,
482,UCLA,Connecticut,Purdue,Maryland,Texas Tech,Michigan State,Auburn,,,
483,UCLA,Iowa State,Purdue,Maryland,BYU,,,,,
484,Wisconsin,Arizona,Tennessee,Michigan State,Arkansas,,,,,
485,Wisconsin,Iowa State,Purdue,Maryland,Texas Tech,Tennessee,Auburn,Houston,,
486,UCLA,Iowa State,St. John's,,,,,,,
487,Yale,,,,,,,,,
488,St. John's,Maryland,Wisconsin,,,,,,,
489,UCLA,Marquette,,,,,,,,
490,Wisconsin,Iowa State,St. John's,,,,,,,
491,Kansas,,,,,,,,,
492,Wisconsin,Saint Mary's,Purdue,Michigan State,BYU,,,,,
493,Purdue,Michigan State,Michigan,Maryland,Alabama,Tennessee,Auburn,Houston,,
494,St. John's,Kentucky,Texas A&M,,,,,,,
495,Wisconsin,Alabama,Texas Tech,Maryland,Arkansas,,,,,
496,Wisconsin,Florida,St. John's,,,,,,,
497,Arkansas,Arizona,St. John's,,,,,,,
498,Louisville,,,,,,,,,
499,Texas Tech,Saint Mary's,Texas A&M,,,,,,,
500,Wisconsin,Oregon,St. John's,,,,,,,
501,Clemson,,,,,,,,,
502,Louisville,,,,,,,,,
503,Clemson,,,,,,,,,
504,Kansas,,,,,,,,,
505,Wisconsin,Saint Mary's,St. John's,,,,,,,
506,St. John's,Maryland,Texas A&M,,,,,,,
507,St. John's,Kentucky,Texas Tech,Maryland,Alabama,Tennessee,Auburn,Houston,,
508,Wisconsin,Arizona,Drake,,,,,,,
509,UCLA,Saint Mary's,Arkansas,Illinois,,,,,,
510,Kansas,,,,,,,,,
511,Kansas,,,,,,,,,
512,Wisconsin,Marquette,,,,,,,,
513,Gonzaga,Marquette,,,,,,,,
514,Purdue,Oregon,Texas Tech,Maryland,Alabama,Tennessee,Houston,Auburn,,
515,Houston,Michigan State,Purdue,Alabama,Texas Tech,Tennessee,Auburn,Duke,,
516,Clemson,,,,,,,,,
517,UCLA,Connecticut,McNeese State,,,,,,,
518,VCU,,,,,,,,,
519,UCLA,Saint Mary's,Texas Tech,Kentucky,Alabama,Michigan State,Auburn,Houston,,
520,Louisville,,,,,,,,,
521,Purdue,Arizona,Texas Tech,Colorado State,,,,,,
522,St. John's,Arizona,Michigan,Maryland,Texas Tech,Auburn,Florida,Alabama,,
523,Kansas,,,,,,,,,
524,Wisconsin,Oregon,Purdue,Iowa State,,,,,,
525,St. John's,Kentucky,McNeese State,,,,,,,
526,Wisconsin,Michigan State,St. John's,,,,,,,
527,Wisconsin,Maryland,BYU,Duke,Florida,Mississippi,,,,
528,Texas Tech,Iowa State,Purdue,Maryland,Arkansas,,,,,
529,Clemson,,,,,,,,,
530,Purdue,Maryland,Texas Tech,Iowa State,,,,,,
531,Missouri,,,,,,,,,
532,Purdue,Iowa State,Texas A&M,,,,,,,
533,Clemson,,,,,,,,,
534,Gonzaga,North Carolina,,,,,,,,
535,Gonzaga,Connecticut,McNeese State,,,,,,,
536,Wisconsin,Oregon,Purdue,Maryland,Texas Tech,Auburn,Michigan State,Duke,,
537,Tennessee,Iowa State,Texas Tech,Arizona,BYU,,,,,
538,Kansas,,,,,,,,,
539,Gonzaga,Colorado State,Purdue,Maryland,Texas Tech,Tennessee,Florida,Houston,,
540,St. John's,Alabama,Tennessee,Duke,Arkansas,,,,,
541,Wisconsin,Connecticut,Texas Tech,Arizona,BYU,,,,,
542,BYU,Connecticut,Texas Tech,Iowa State,,,,,,
543,Auburn,Florida,Purdue,Michigan State,Texas Tech,Houston,Tennessee,Alabama,,
544,Wisconsin,Kentucky,Houston,Michigan State,BYU,,,,,
545,Wisconsin,Arizona,St. John's,,,,,,,
546,Louisville,,,,,,,,,
547,Gonzaga,Saint Mary's,Texas A&M,,,,,,,
548,Tennessee,Baylor,Drake,,,,,,,
549,Clemson,,,,,,,,,
550,Louisville,,,,,,,,,
551,Wisconsin,Kentucky,St. John's,,,,,,,
552,Drake,Saint Mary's,McNeese State,,,,,,,
553,Wisconsin,Arizona,Purdue,Maryland,Texas Tech,Houston,Florida,Tennessee,,
554,Houston,Arizona,Purdue,Michigan State,Alabama,Tennessee,Auburn,Florida,,
555,Louisville,,,,,,,,,
556,UC San Diego,,,,,,,,,
557,St. John's,Iowa State,Purdue,Maryland,Alabama,Tennessee,Florida,Duke,,
558,UCLA,Iowa State,Wisconsin,,,,,,,
559,Michigan,Maryland,Wisconsin,,,,,,,
560,Missouri,,,,,,,,,
561,St. John's,Iowa State,Tennessee,Michigan State,Alabama,Kentucky,,,,
562,Texas A&M,Iowa State,Tennessee,Alabama,Florida,Houston,Duke,Texas Tech,,
563,Purdue,Connecticut,Wisconsin,,,,,,,
564,Gonzaga,Maryland,Purdue,Iowa State,,,,,,
565,Wisconsin,Iowa State,St. John's,,,,,,,
566,Texas Tech,Kentucky,Tennessee,Maryland,BYU,,,,,
567,Texas A&M,Maryland,Wisconsin,,,,,,,
568,Texas Tech,Oregon,Purdue,Illinois,,,,,,
569,Wisconsin,Marquette,,,,,,,,
570,St. John's,Arizona,Purdue,Maryland,Texas Tech,Michigan State,Houston,Auburn,,
571,VCU,,,,,,,,,
572,Kansas,,,,,,,,,
573,St. John's,Arizona,Texas A&M,,,,,,,
574,VCU,,,,,,,,,
575,Kansas,,,,,,,,,
576,Auburn,Kentucky,Texas Tech,Michigan State,Alabama,Tennessee,Florida,Houston,,
577,Purdue,Iowa State,St. John's,,,,,,,
578,Gonzaga,Arizona,Purdue,Maryland,Texas Tech,Michigan State,Tennessee,Auburn,,
579,Texas Tech,Iowa State,St. John's,,,,,,,
580,Texas Tech,Arizona,Purdue,Duke,Alabama,Michigan State,Auburn,Tennessee,,
581,,,,,,,,,,
582,Purdue,North Carolina,,,,,,,,
583,St. John's,Kentucky,Texas Tech,Michigan State,Duke,Mississippi,,,,
584,Wisconsin,Connecticut,BYU,Arizona,Texas Tech,Kentucky,,,,
585,,,,,,,,,,
586,Gonzaga,Connecticut,BYU,Illinois,,,,,,
587,Gonzaga,North Carolina,,,,,,,,
588,Creighton,Saint Mary's,Michigan,,,,,,,
589,Kansas,,,,,,,,,
590,Wisconsin,Maryland,Tennessee,Michigan State,Alabama,Houston,Florida,Auburn,,
591,Wisconsin,Alabama,Texas Tech,Illinois,,,,,,
592,Tennessee,Oregon,Purdue,Michigan State,Texas Tech,Auburn,Houston,Florida,,
593,UC San Diego,,,,,,,,,
594,UCLA,Colorado State,Texas Tech,Maryland,Alabama,Tennessee,Auburn,Houston,,
595,Missouri,,,,,,,,,
596,,,,,,,,,,
597,Gonzaga,Kentucky,,,,,,,,
598,St. John's,Maryland,Tennessee,Iowa State,,,,,,
599,Wisconsin,Iowa State,Purdue,Maryland,Alabama,Tennessee,Auburn,Houston,,
600,Gonzaga,Kentucky,Texas A&M,,,,,,,
601,Louisville,,,,,,,,,
602,Purdue,Arizona,Texas A&M,,,,,,,
603,Wisconsin,Michigan State,Drake,,,,,,,
604,Gonzaga,North Carolina,,,,,,,,
605,Texas A&M,Saint Mary's,McNeese State,,,,,,,
606,Texas Tech,Arizona,Purdue,,,,,,,
607,Texas Tech,Arizona,Texas A&M,,,,,,,
608,Gonzaga,Kentucky,BYU,Maryland,Florida,Auburn,Texas Tech,Michigan State,,
609,Clemson,,,,,,,,,
610,Texas Tech,Arizona,Tennessee,Michigan State,Alabama,Kentucky,,,,
611,Houston,Michigan State,Purdue,Maryland,Alabama,Mississippi,,,,
612,St. John's,Alabama,Auburn,Saint Mary's,,,,,,
613,Wisconsin,Maryland,Texas A&M,,,,,,,
614,Wisconsin,Kentucky,Texas Tech,Maryland,Alabama,Michigan State,Tennessee,Florida,,
615,,,,,,,,,,
616,Texas Tech,Marquette,,,,,,,,
617,Michigan,Iowa State,Houston,Maryland,Alabama,Michigan State,Auburn,Tennessee,,
618,Auburn,Iowa State,Wisconsin,,,,,,,
619,UCLA,Saint Mary's,Auburn,Maryland,Alabama,Mississippi,,,,
620,Gonzaga,Connecticut,Tennessee,Maryland,Arkansas,,,,,
621,Wisconsin,Maryland,St. John's,,,,,,,
622,Purdue,Connecticut,St. John's,,,,,,,
623,Missouri,,,,,,,,,
624,Michigan,North Carolina,,,,,,,,
625,Wisconsin,Kentucky,St. John's,,,,,,,
626,Wisconsin,Connecticut,Purdue,New Mexico,,,,,,
627,Tennessee,Arizona,Purdue,Maryland,Texas Tech,Michigan State,Auburn,Houston,,
628,Wisconsin,Iowa State,,,,,,,,
629,Purdue,Saint Mary's,Wisconsin,,,,,,,
630,McNeese State,North Carolina,,,,,,,,
631,Kansas,,,,,,,,,
632,UCLA,Arizona,Texas Tech,Illinois,,,,,,
633,Clemson,,,,,,,,,
634,Houston,Kentucky,Auburn,Maryland,Arkansas,,,,,
635,St. John's,North Carolina,,,,,,,,
636,Louisville,,,,,,,,,
637,Purdue,Marquette,,,,,,,,
638,Purdue,Baylor,McNeese State,,,,,,,
639,Tennessee,Arizona,Purdue,Maryland,Alabama,Mississippi,,,,
640,Gonzaga,Connecticut,Purdue,Michigan State,Alabama,Tennessee,Auburn,Houston,,
641,Purdue,Arizona,St. John's,,,,,,,
642,Wisconsin,Oregon,Purdue,Maryland,Texas Tech,Mississippi,,,,
643,Texas Tech,Iowa State,St. John's,,,,,,,
644,Wisconsin,Iowa State,St. John's,,,,,,,
645,Purdue,Kentucky,Texas Tech,Iowa State,,,,,,
646,St. John's,Iowa State,Tennessee,Michigan State,Texas Tech,Mississippi,,,,
647,Wisconsin,Arizona,Texas Tech,Michigan State,Alabama,Houston,Auburn,Tennessee,,
648,Texas Tech,Iowa State,Purdue,Illinois,,,,,,
649,Clemson,,,,,,,,,
650,Purdue,Arizona,BYU,Iowa State,,,,,,
651,Kansas,,,,,,,,,
652,Wisconsin,Kentucky,St. John's,,,,,,,
653,Wisconsin,Saint Mary's,St. John's,,,,,,,
654,Wisconsin,Iowa State,St. John's,,,,,,,
655,Wisconsin,Iowa State,Texas Tech,Maryland,BYU,,,,,
656,Wisconsin,Iowa State,Texas Tech,Maryland,Florida,Tennessee,Houston,Auburn,,
657,Wisconsin,Arizona,Tennessee,Maryland,Texas Tech,Michigan State,Auburn,Houston,,
658,Gonzaga,Connecticut,Purdue,Iowa State,,,,,,
659,Kansas,,,,,,,,,
660,Louisville,,,,,,,,,
661,Wisconsin,Maryland,Purdue,Michigan State,Texas Tech,Tennessee,Duke,Florida,,
662,Gonzaga,Iowa State,Texas Tech,Maryland,Alabama,Michigan State,Auburn,Houston,,
663,Wisconsin,Kentucky,St. John's,,,,,,,
664,St. John's,Iowa State,Texas A&M,,,,,,,
665,St. John's,Arizona,Purdue,Maryland,Texas Tech,Michigan State,Tennessee,Florida,,
666,Texas Tech,Iowa State,Purdue,Maryland,BYU,,,,,
667,Purdue,Kentucky,Texas A&M,,,,,,,
668,Clemson,,,,,,,,,
669,Tennessee,Iowa State,Houston,Michigan State,Alabama,Mississippi,,,,
670,Texas A&M,Iowa State,Purdue,Michigan State,Florida,Houston,Tennessee,Texas Tech,,
671,Wisconsin,Kentucky,McNeese State,,,,,,,
672,Texas A&M,Maryland,Texas Tech,Arizona,BYU,,,,,
673,Louisville,,,,,,,,,
674,UCLA,Connecticut,Purdue,Maryland,Texas Tech,Michigan State,Auburn,Houston,,
675,VCU,,,,,,,,,
676,Gonzaga,Arizona,Purdue,Maryland,Alabama,Mississippi,,,,
677,Gonzaga,Iowa State,Tennessee,Maryland,Texas Tech,Michigan State,Auburn,Houston,,
678,Gonzaga,Oregon,BYU,Maryland,Arkansas,,,,,
679,UC San Diego,,,,,,,,,
680,Purdue,Iowa State,St. John's,,,,,,,
681,Gonzaga,Iowa State,Purdue,Maryland,Texas Tech,Tennessee,Florida,Houston,,
682,Texas Tech,Saint Mary's,Wisconsin,,,,,,,
683,Michigan,Iowa State,St. John's,,,,,,,
684,UCLA,Iowa State,Auburn,Arizona,Texas Tech,Michigan,,,,
685,Wisconsin,Arizona,Tennessee,Maryland,Florida,Kentucky,,,,
686,VCU,,,,,,,,,
687,Texas Tech,Iowa State,St. John's,,,,,,,
688,Missouri,,,,,,,,,
689,Gonzaga,Connecticut,Purdue,Maryland,Texas Tech,Michigan State,Tennessee,Auburn,,
690,St. John's,,,,,,,,,
691,Tennessee,Maryland,Wisconsin,,,,,,,
692,VCU,,,,,,,,,
693,Purdue,Maryland,Texas Tech,Alabama,BYU,,,,,
694,Wisconsin,Iowa State,Texas Tech,,,,,,,
695,VCU,,,,,,,,,
696,UCLA,Saint Mary's,Drake,,,,,,,
697,Wisconsin,Kentucky,Tennessee,,,,,,,
698,Purdue,Maryland,Texas A&M,,,,,,,
699,Wisconsin,Oregon,St. John's,,,,,,,
700,Gonzaga,Colorado State,Texas Tech,Maryland,Arkansas,,,,,
701,VCU,,,,,,,,,
702,St. John's,Alabama,Wisconsin,,,,,,,
703,Gonzaga,Maryland,Auburn,Iowa State,,,,,,
704,Wisconsin,Alabama,Texas Tech,Iowa State,,,,,,
705,Louisville,,,,,,,,,
706,Louisville,,,,,,,,,
707,UC San Diego,,,,,,,,,
708,Wisconsin,Arizona,St. John's,,,,,,,
709,St. John's,Alabama,Purdue,Iowa State,,,,,,
710,Drake,Xavier,,,,,,,,
711,Purdue,Connecticut,Texas A&M,,,,,,,
712,Houston,Baylor,Texas A&M,,,,,,,
713,Wisconsin,Iowa State,BYU,Arizona,Alabama,Mississippi,,,,
714,UCLA,Marquette,,,,,,,,
715,Clemson,,,,,,,,,
716,Gonzaga,Connecticut,BYU,Maryland,Texas Tech,Tennessee,Florida,Houston,,
717,Wisconsin,Iowa State,Texas Tech,Michigan State,Alabama,Mississippi,,,,
718,Texas Tech,Arizona,Tennessee,Maryland,Alabama,Michigan State,Florida,Duke,,
719,Wisconsin,Arizona,Texas Tech,Maryland,Alabama,Houston,Auburn,Tennessee,,
720,Clemson,,,,,,,,,
721,Wisconsin,Iowa State,Purdue,Maryland,Alabama,Michigan State,Auburn,Duke,,
722,Purdue,Arizona,Texas Tech,Iowa State,,,,,,
723,Tennessee,North Carolina,,,,,,,,
724,Gonzaga,Connecticut,Purdue,Maryland,Texas Tech,Tennessee,Houston,Florida,,
725,Wisconsin,Kentucky,Texas A&M,,,,,,,
726,Tennessee,Arizona,St. John's,,,,,,,
727,Tennessee,Kentucky,Purdue,Maryland,Texas Tech,Michigan State,Houston,Florida,,
728,Texas A&M,,,,,,,,,
729,Wisconsin,Iowa State,Texas Tech,Illinois,,,,,,
730,Louisville,,,,,,,,,
731,Purdue,Iowa State,Tennessee,Maryland,Florida,,,,,
732,BYU,Maryland,Wisconsin,,,,,,,
733,VCU,,,,,,,,,
734,Yale,,,,,,,,,
735,Texas A&M,Maryland,Purdue,Illinois,,,,,,
736,Missouri,,,,,,,,,
737,Purdue,Maryland,St. John's,,,,,,,
738,Creighton,Maryland,Texas A&M,,,,,,,
739,Auburn,North Carolina,,,,,,,,
740,UC San Diego,,,,,,,,,
741,Wisconsin,,,,,,,,,
742,Texas Tech,Iowa State,,,,,,,,
743,Gonzaga,Marquette,,,,,,,,
744,Wisconsin,Kentucky,Texas Tech,Maryland,BYU,,,,,
745,Auburn,,,,,,,,,
746,Houston,Alabama,Texas Tech,Maryland,Arkansas,,,,,
747,Gonzaga,Arizona,Purdue,Maryland,Arkansas,,,,,
748,UCLA,Michigan State,Tennessee,Maryland,Alabama,Mississippi,,,,
749,Missouri,,,,,,,,,
750,Wisconsin,Iowa State,Texas A&M,,,,,,,
751,BYU,Colorado State,Purdue,Iowa State,,,,,,
752,UC San Diego,,,,,,,,,
753,Texas Tech,Kentucky,Tennessee,Alabama,Arkansas,,,,,
754,Tennessee,Iowa State,Purdue,Maryland,Texas Tech,Kentucky,,,,
755,Michigan,North Carolina,,,,,,,,
756,St. John's,Iowa State,Texas Tech,Illinois,,,,,,
757,Gonzaga,North Carolina,,,,,,,,
758,Tennessee,Kentucky,Texas A&M,,,,,,,
759,Purdue,North Carolina,,,,,,,,
760,St. John's,Arizona,Tennessee,Alabama,BYU,,,,,
761,Wisconsin,Colorado State,St. John's,,,,,,,
762,Texas Tech,Saint Mary's,Purdue,Maryland,Alabama,Tennessee,Florida,Houston,,
763,Wisconsin,Michigan State,Texas A&M,,,,,,,
764,Purdue,Iowa State,St. John's,,,,,,,
765,Texas Tech,Iowa State,Purdue,Maryland,BYU,,,,,
766,Gonzaga,Colorado State,McNeese State,,,,,,,
767,Wisconsin,Saint Mary's,BYU,,,,,,,
768,Wisconsin,Arizona,Michigan,Maryland,BYU,,,,,
769,Wisconsin,Connecticut,St. John's,,,,,,,
770,Drake,North Carolina,,,,,,,,
771,Tennessee,Maryland,,,,,,,,
772,Houston,Saint Mary's,Wisconsin,,,,,,,
773,Gonzaga,Connecticut,Texas Tech,Maryland,Arkansas,,,,,
774,Wisconsin,Saint Mary's,Drake,,,,,,,
775,Clemson,,,,,,,,,
776,Texas Tech,Maryland,Purdue,Iowa State,,,,,,
777,Tennessee,Saint Mary's,,,,,,,,
778,Texas A&M,Maryland,Purdue,Colorado State,,,,,,
779,Tennessee,Alabama,Purdue,Iowa State,,,,,,
780,Wisconsin,Oregon,St. John's,,,,,,,
781,Wisconsin,Memphis,,,,,,,,
782,Purdue,Iowa State,Texas Tech,Michigan State,Arkansas,,,,,
783,St. John's,North Carolina,,,,,,,,
784,Purdue,Iowa State,Texas Tech,Maryland,Alabama,Mississippi,,,,
785,Tennessee,Alabama,St. John's,,,,,,,
786,St. John's,Kentucky,Purdue,Maryland,Duke,Auburn,Florida,Houston,,
787,Texas Tech,Kentucky,Auburn,Alabama,BYU,,,,,
788,Purdue,Alabama,St. John's,,,,,,,
789,Gonzaga,Alabama,Purdue,Michigan State,Texas Tech,Tennessee,Auburn,Houston,,
790,Kansas,,,,,,,,,
791,Clemson,,,,,,,,,
792,Gonzaga,Colorado State,Texas Tech,Maryland,Alabama,Tennessee,Auburn,Houston,,
793,Clemson,,,,,,,,,
794,Gonzaga,Arizona,Purdue,Maryland,Texas Tech,Tennessee,Houston,Auburn,,
795,Wisconsin,Saint Mary's,Texas Tech,Maryland,Alabama,Houston,Tennessee,Auburn,,
796,Texas Tech,Arizona,Purdue,Maryland,Alabama,Auburn,Tennessee,Michigan State,,
797,Wisconsin,Arizona,St. John's,,,,,,,
798,Creighton,Arizona,Drake,,,,,,,
799,Purdue,Kentucky,Texas Tech,Maryland,BYU,,,,,
800,Wisconsin,Maryland,Texas Tech,Alabama,Florida,Michigan State,Houston,Auburn,,
801,Wisconsin,Maryland,St. John's,,,,,,,
802,Missouri,,,,,,,,,
803,Louisville,,,,,,,,,
804,St. John's,Iowa State,Texas A&M,,,,,,,
805,Texas Tech,Alabama,Tennessee,Michigan State,BYU,,,,,
806,Purdue,Michigan State,Texas A&M,,,,,,,
807,Texas Tech,Illinois,Purdue,Maryland,Alabama,Mississippi,,,,
808,Gonzaga,,,,,,,,,
809,St. John's,Arizona,Purdue,Maryland,Texas Tech,Houston,Duke,Florida,,
810,Wisconsin,Iowa State,Purdue,Maryland,Alabama,Tennessee,Florida,Houston,,
811,Wisconsin,Kentucky,BYU,,,,,,,
812,Purdue,Saint Mary's,Texas A&M,,,,,,,
813,St. John's,Oregon,Purdue,Maryland,Florida,Mississippi,,,,
814,St. John's,Michigan State,Purdue,Maryland,Alabama,Mississippi,,,,
815,Purdue,Iowa State,Texas Tech,Maryland,BYU,,,,,
816,Texas Tech,Arizona,Gonzaga,,,,,,,
817,Wisconsin,Maryland,Tennessee,Iowa State,,,,,,
818,Texas Tech,Iowa State,Auburn,Duke,Arkansas,,,,,
819,UC San Diego,,,,,,,,,
820,Texas A&M,,,,,,,,,
821,Wisconsin,Iowa State,Texas Tech,Maryland,Alabama,Michigan,,,,
822,Purdue,Iowa State,St. John's,,,,,,,
823,Tennessee,Iowa State,Texas Tech,Maryland,BYU,,,,,
824,Clemson,,,,,,,,,
825,Clemson,,,,,,,,,
826,Drake,Colorado State,Tennessee,Maryland,Arkansas,,,,,
827,Kansas,,,,,,,,,
828,Gonzaga,North Carolina,,,,,,,,
829,Gonzaga,North Carolina,,,,,,,,
830,St. John's,Connecticut,Wisconsin,,,,,,,
831,Purdue,North Carolina,,,,,,,,
832,Wisconsin,,,,,,,,,
833,St. John's,Kentucky,Texas Tech,Maryland,Duke,Mississippi,,,,
834,Purdue,Alabama,St. John's,,,,,,,
835,Wisconsin,Iowa State,Texas Tech,Alabama,BYU,,,,,
836,Wisconsin,Connecticut,St. John's,,,,,,,
837,Gonzaga,Kentucky,Purdue,Maryland,Texas Tech,Tennessee,Houston,Florida,,
838,St. John's,Connecticut,Texas A&M,,,,,,,
839,Texas Tech,Maryland,St. John's,,,,,,,
840,Clemson,,,,,,,,,
841,Auburn,Connecticut,BYU,Michigan State,Texas Tech,Houston,Duke,,,
842,Texas A&M,Iowa State,BYU,Maryland,Arkansas,,,,,
843,Texas Tech,Maryland,Wisconsin,,,,,,,
844,Clemson,,,,,,,,,
845,St. John's,Michigan State,Purdue,Maryland,Texas Tech,Houston,Florida,Tennessee,,
846,Wisconsin,Iowa State,Texas Tech,Maryland,Alabama,Mississippi,,,,
847,Texas Tech,Iowa State,Purdue,Maryland,Arkansas,,,,,
848,Gonzaga,Oregon,Texas Tech,Maryland,Alabama,Tennessee,Houston,Auburn,,
849,Purdue,Arizona,UCLA,,,,,,,
850,Texas Tech,Maryland,Purdue,Iowa State,,,,,,
851,Wisconsin,Kentucky,Tennessee,Illinois,,,,,,
852,Wisconsin,Iowa State,St. John's,,,,,,,
853,St. John's,Memphis,,,,,,,,
854,Wisconsin,Arizona,Texas Tech,Michigan State,BYU,,,,,
855,Wisconsin,Iowa State,McNeese State,,,,,,,
856,Clemson,,,,,,,,,
857,Gonzaga,Saint Mary's,Purdue,Maryland,BYU,,,,,
858,Louisville,,,,,,,,,
859,Texas Tech,Oregon,Purdue,Mississippi,Arkansas,,,,,
860,Purdue,Oregon,Texas Tech,Maryland,Arkansas,,,,,
861,St. John's,Alabama,Purdue,Maryland,Florida,Auburn,Duke,Michigan State,,
862,St. John's,Alabama,Auburn,Duke,Texas Tech,Michigan State,Florida,Houston,,
863,Houston,Florida,Tennessee,Alabama,Maryland,,,,,
864,Gonzaga,Arizona,Purdue,Maryland,Duke,Mississippi,,,,
865,Wisconsin,Oregon,Texas Tech,Maryland,BYU,,,,,
866,Clemson,,,,,,,,,
867,Tennessee,Iowa State,Texas A&M,,,,,,,
868,Louisville,,,,,,,,,
869,Kansas,,,,,,,,,
870,Missouri,,,,,,,,,
871,Purdue,Arizona,Texas Tech,Maryland,Alabama,Michigan State,Florida,Tennessee,,
872,Wisconsin,Arizona,Purdue,Maryland,Texas Tech,Michigan State,Tennessee,Florida,,
873,Texas A&M,Illinois,St. John's,,,,,,,
874,Purdue,Kentucky,Texas A&M,,,,,,,
875,Gonzaga,,,,,,,,,
876,Tennessee,Xavier,,,,,,,,
877,Drake,Connecticut,Wisconsin,,,,,,,
878,Houston,Iowa State,Texas Tech,New Mexico,,,,,,
879,Houston,Alabama,Auburn,Florida,BYU,,,,,
880,Missouri,,,,,,,,,
881,Gonzaga,Colorado State,McNeese State,,,,,,,
882,BYU,Mississippi,Texas Tech,Oregon,,,,,,
883,Louisville,,,,,,,,,
884,UCLA,Saint Mary's,Texas Tech,Iowa State,,,,,,
885,Michigan,Marquette,,,,,,,,
886,St. John's,Arizona,Tennessee,Maryland,Arkansas,,,,,
887,Purdue,Iowa State,St. John's,,,,,,,
888,Texas Tech,Iowa State,Purdue,Maryland,BYU,,,,,
889,Texas Tech,Mississippi State,,,,,,,,
890,UCLA,Saint Mary's,Purdue,Maryland,Arkansas,,,,,
891,Wisconsin,Kentucky,Texas Tech,Alabama,Arkansas,,,,,
892,Missouri,,,,,,,,,
893,Louisville,,,,,,,,,
894,Tennessee,Iowa State,Texas Tech,Michigan State,Alabama,Auburn,Duke,Florida,,
895,Wisconsin,Alabama,St. John's,,,,,,,
896,Texas Tech,Arizona,Tennessee,Michigan State,BYU,,,,,
897,Tennessee,Arizona,Purdue,Maryland,Arkansas,,,,,
898,Wisconsin,Arizona,Texas Tech,Maryland,BYU,,,,,
899,St. John's,Memphis,,,,,,,,
900,UCLA,Connecticut,Texas Tech,Maryland,Duke,Houston,Florida,Tennessee,,
901,UCLA,Maryland,Michigan,Oregon,,,,,,
902,Tennessee,Saint Mary's,Auburn,Michigan State,Duke,Kentucky,,,,
903,UC San Diego,,,,,,,,,
904,Wisconsin,Arizona,Texas Tech,Alabama,BYU,,,,,
905,Purdue,Iowa State,St. John's,,,,,,,
906,Purdue,North Carolina,,,,,,,,
907,Clemson,,,,,,,,,
908,Clemson,,,,,,,,,
909,Michigan,North Carolina,,,,,,,,
910,Wisconsin,Arizona,St. John's,,,,,,,
911,Wisconsin,Iowa State,Texas Tech,Arizona,Arkansas,,,,,
912,Gonzaga,Illinois,Texas Tech,Iowa State,,,,,,
913,Purdue,Kentucky,Tennessee,Iowa State,,,,,,
914,Drake,Colorado State,Purdue,Maryland,Texas Tech,Tennessee,Houston,Michigan State,,
915,Wisconsin,Kentucky,Texas Tech,Maryland,Arkansas,,,,,
916,UC San Diego,,,,,,,,,
917,Kansas,,,,,,,,,
918,UC San Diego,,,,,,,,,
919,Purdue,Saint Mary's,,,,,,,,
920,St. John's,Alabama,Auburn,Illinois,,,,,,
921,Drake,Connecticut,McNeese State,,,,,,,
922,Purdue,Kentucky,Tennessee,Iowa State,,,,,,
923,Wisconsin,Iowa State,Purdue,,,,,,,
924,Gonzaga,Iowa State,Purdue,Arizona,Alabama,Tennessee,Auburn,Houston,,
925,VCU,,,,,,,,,
926,Clemson,,,,,,,,,
927,Wisconsin,Iowa State,St. John's,,,,,,,
928,Gonzaga,Connecticut,Drake,,,,,,,
929,Gonzaga,Mississippi State,,,,,,,,
930,Clemson,,,,,,,,,
931,UC San Diego,,,,,,,,,
932,Wisconsin,Arizona,Purdue,Maryland,Alabama,Tennessee,Auburn,Houston,,
933,UCLA,Iowa State,St. John's,,,,,,,
934,Texas Tech,Arizona,Purdue,Alabama,Florida,Tennessee,Michigan State,Duke,,
935,Gonzaga,Maryland,Purdue,Michigan State,Arkansas,,,,,
936,High Point,,,,,,,,,
937,Clemson,,,,,,,,,
938,Louisville,,,,,,,,,
