Username,EntryID,Status,Current_Pick,Additional_Info
matt1226,d3246fb5-df7f-4b9e-959e-97b3ce72c25b,Eliminated,SJU,
matt1226,d3246fb5-df7f-4b9e-959e-97b3ce72c25b,Active,Unknown,
andye,d83c5717-5fc1-4fe0-a7af-0454772c8641,Active,GONZ,
andye,d83c5717-5fc1-4fe0-a7af-0454772c8641,Active,ARIZ,
andye,d83c5717-5fc1-4fe0-a7af-0454772c8641,Eliminated,SJU,
andye,d83c5717-5fc1-4fe0-a7af-0454772c8641,Active,Unknown,
Dslev32,d9d59388-11b6-4a22-b04e-a162fd989117,Active,HOU,
Dslev32,d9d59388-11b6-4a22-b04e-a162fd989117,Active,FLA,
Dslev32,d9d59388-11b6-4a22-b04e-a162fd989117,Eliminated,-,
Dslev32,d9d59388-11b6-4a22-b04e-a162fd989117,Active,Unknown,
pmac22,daa88aa2-36e3-4394-9f01-aeb709a4f6d9,Active,WIS,
pmac22,daa88aa2-36e3-4394-9f01-aeb709a4f6d9,Active,MD,
pmac22,daa88aa2-36e3-4394-9f01-aeb709a4f6d9,Eliminated,SJU,
pmac22,daa88aa2-36e3-4394-9f01-aeb709a4f6d9,Active,Unknown,
ryflo777,df5a7b24-5d08-4258-9f3f-141e129d839a,Active,WIS,
ryflo777,df5a7b24-5d08-4258-9f3f-141e129d839a,Active,UK,
ryflo777,df5a7b24-5d08-4258-9f3f-141e129d839a,Eliminated,SJU,
ryflo777,df5a7b24-5d08-4258-9f3f-141e129d839a,Active,Unknown,
Nick-Kuhn,e29c7218-b962-4d03-b516-3f8f82c9074c,Active,GONZ,
Nick-Kuhn,e29c7218-b962-4d03-b516-3f8f82c9074c,Active,UK,
Nick-Kuhn,e29c7218-b962-4d03-b516-3f8f82c9074c,Eliminated,MCNS,
Nick-Kuhn,e29c7218-b962-4d03-b516-3f8f82c9074c,Active,Unknown,
c34td,e603c22f-26d0-45b1-97c6-8a1cb9f632bb,Active,TENN,
c34td,e603c22f-26d0-45b1-97c6-8a1cb9f632bb,Active,ORE,
c34td,e603c22f-26d0-45b1-97c6-8a1cb9f632bb,Eliminated,SJU,
c34td,e603c22f-26d0-45b1-97c6-8a1cb9f632bb,Active,Unknown,
paulaspan1,e6e4c716-b907-4db4-b4c8-77a93b9dd729,Active,GONZ,
paulaspan1,e6e4c716-b907-4db4-b4c8-77a93b9dd729,Active,ALA,
paulaspan1,e6e4c716-b907-4db4-b4c8-77a93b9dd729,Eliminated,SJU,
paulaspan1,e6e4c716-b907-4db4-b4c8-77a93b9dd729,Active,Unknown,
kevinhilmers,f7c0ad1b-2455-414e-a61a-f5393bb017b8,Active,UCLA,
kevinhilmers,f7c0ad1b-2455-414e-a61a-f5393bb017b8,Active,ISU,
kevinhilmers,f7c0ad1b-2455-414e-a61a-f5393bb017b8,Eliminated,SJU,
kevinhilmers,f7c0ad1b-2455-414e-a61a-f5393bb017b8,Active,Unknown,
hogue,fd168e16-1548-4823-9d10-549e2eedbad1,Active,TENN,
hogue,fd168e16-1548-4823-9d10-549e2eedbad1,Active,MD,
hogue,fd168e16-1548-4823-9d10-549e2eedbad1,Eliminated,SJU,
hogue,fd168e16-1548-4823-9d10-549e2eedbad1,Active,Unknown,
seands,00392dc6-c29a-4cf9-956f-7b8488f062c9,Active,UCLA,
seands,00392dc6-c29a-4cf9-956f-7b8488f062c9,Eliminated,MARQ,
seands,00392dc6-c29a-4cf9-956f-7b8488f062c9,Active,Unknown,
aromeoj,15dea0bd-6ea7-4d96-a1fa-63bce51ba610,Active,TTU,
aromeoj,15dea0bd-6ea7-4d96-a1fa-63bce51ba610,Eliminated,UNC,
aromeoj,15dea0bd-6ea7-4d96-a1fa-63bce51ba610,Active,Unknown,
daspan,270e6488-30e0-419d-8f37-ceadd52cb400,Active,GONZ,
daspan,270e6488-30e0-419d-8f37-ceadd52cb400,Eliminated,UNC,
daspan,270e6488-30e0-419d-8f37-ceadd52cb400,Active,Unknown,
makeyourfreethrows,4667cecd-3d7f-4887-b1f9-3b100b1f1e97,Active,GONZ,
makeyourfreethrows,4667cecd-3d7f-4887-b1f9-3b100b1f1e97,Eliminated,UNC,
makeyourfreethrows,4667cecd-3d7f-4887-b1f9-3b100b1f1e97,Active,Unknown,
David-Zuckerman,4b3e832b-a7ac-4c19-80fc-79b5e1bf849f,Active,CREI,
David-Zuckerman,4b3e832b-a7ac-4c19-80fc-79b5e1bf849f,Eliminated,MSST,
David-Zuckerman,4b3e832b-a7ac-4c19-80fc-79b5e1bf849f,Active,Unknown,
nford44,73207642-54b4-45f7-8f8c-a5df24cf3afd,Active,PUR,
nford44,73207642-54b4-45f7-8f8c-a5df24cf3afd,Eliminated,MARQ,
nford44,73207642-54b4-45f7-8f8c-a5df24cf3afd,Active,Unknown,
boomerbeaters,7888d972-f8c4-4c17-9a9c-e90c718bf7c1,Active,PUR,
boomerbeaters,7888d972-f8c4-4c17-9a9c-e90c718bf7c1,Eliminated,MARQ,
boomerbeaters,7888d972-f8c4-4c17-9a9c-e90c718bf7c1,Active,Unknown,
oneidaroy2020,81ec4e1a-31aa-4db8-9d94-fcfcdb2621db,Active,MICH,
oneidaroy2020,81ec4e1a-31aa-4db8-9d94-fcfcdb2621db,Eliminated,-,
oneidaroy2020,81ec4e1a-31aa-4db8-9d94-fcfcdb2621db,Active,Unknown,
mjharry,9333c237-1122-45ba-b71a-c6b89b7477fc,Active,WIS,
mjharry,9333c237-1122-45ba-b71a-c6b89b7477fc,Eliminated,MEM,
mjharry,9333c237-1122-45ba-b71a-c6b89b7477fc,Active,Unknown,
bweiss,a09fd2d5-8113-49a6-95cf-7e8afa887cc1,Active,TTU,
bweiss,a09fd2d5-8113-49a6-95cf-7e8afa887cc1,Eliminated,UNC,
bweiss,a09fd2d5-8113-49a6-95cf-7e8afa887cc1,Active,Unknown,
Sydney-Schwartz,e04f0748-7097-466d-b8d6-22737ff13787,Active,PUR,
Sydney-Schwartz,e04f0748-7097-466d-b8d6-22737ff13787,Eliminated,UNC,
Sydney-Schwartz,e04f0748-7097-466d-b8d6-22737ff13787,Active,Unknown,
joeostrowski,e94d18fd-c6b7-4780-a7c7-efbfcd5440b3,Active,WIS,
joeostrowski,e94d18fd-c6b7-4780-a7c7-efbfcd5440b3,Eliminated,UNC,
joeostrowski,e94d18fd-c6b7-4780-a7c7-efbfcd5440b3,Active,Unknown,
randyjacob,f182b137-dbfe-44c2-bac1-6039c80ecf1f,Active,TTU,
randyjacob,f182b137-dbfe-44c2-bac1-6039c80ecf1f,Eliminated,MARQ,
randyjacob,f182b137-dbfe-44c2-bac1-6039c80ecf1f,Active,Unknown,
medman,07bdf9cc-dc1d-49ff-8397-2f2eff0734a1,Eliminated,KU,
medman,07bdf9cc-dc1d-49ff-8397-2f2eff0734a1,Active,Unknown,
jaredspector,09cd3cdd-7fcc-4132-8347-ff06a55acf2b,Eliminated,KU,
jaredspector,09cd3cdd-7fcc-4132-8347-ff06a55acf2b,Active,Unknown,
seahawksanders,0f41606f-feeb-4d36-8485-2e3b0f62ae81,Eliminated,CLEM,
seahawksanders,0f41606f-feeb-4d36-8485-2e3b0f62ae81,Active,Unknown,
imrobins,1eaf1f99-62b4-42b4-aa71-51675981b9f7,Eliminated,CLEM,
imrobins,1eaf1f99-62b4-42b4-aa71-51675981b9f7,Active,Unknown,
MPOLAND03,268d4f30-b029-4a9d-a48e-a71ede9011f0,Eliminated,MIZZ,
MPOLAND03,268d4f30-b029-4a9d-a48e-a71ede9011f0,Active,Unknown,
amillerssurvivorpick,29a80308-8258-489b-b5bd-67c467902223,Eliminated,KU,
amillerssurvivorpick,29a80308-8258-489b-b5bd-67c467902223,Active,Unknown,
cbello,4199db5f-1aad-4212-9089-8cb67e596f2d,Eliminated,MIZZ,
cbello,4199db5f-1aad-4212-9089-8cb67e596f2d,Active,Unknown,
SteveFonzzz,45c1cd25-3869-45a1-a7e8-f4e78a94ee84,Eliminated,MIZZ,
SteveFonzzz,45c1cd25-3869-45a1-a7e8-f4e78a94ee84,Active,Unknown,
drosenbaum,4e350232-df27-4977-8a3c-b55f2e567f78,Eliminated,MIZZ,
drosenbaum,4e350232-df27-4977-8a3c-b55f2e567f78,Active,Unknown,
sportsvision,5bbe16f6-9aa8-4ab1-b4ce-bf6f2e4249db,Eliminated,CLEM,
sportsvision,5bbe16f6-9aa8-4ab1-b4ce-bf6f2e4249db,Active,Unknown,
scunningham,5bdddedd-2b10-4907-a3ad-ccd588adfc31,Eliminated,MIZZ,
scunningham,5bdddedd-2b10-4907-a3ad-ccd588adfc31,Active,Unknown,
mberg,7abef274-b764-42c4-836c-6d480605b613,Eliminated,CLEM,
mberg,7abef274-b764-42c4-836c-6d480605b613,Active,Unknown,
wobbbble,9a73e4ab-4a36-45dd-9a79-76d2d034250e,Eliminated,UCSD,
wobbbble,9a73e4ab-4a36-45dd-9a79-76d2d034250e,Active,Unknown,
lavigneds,a95e6fed-cdc3-42dd-b046-b2f6cfe59be1,Eliminated,CLEM,
lavigneds,a95e6fed-cdc3-42dd-b046-b2f6cfe59be1,Active,Unknown,
nicko5,b32c4c59-a70b-495d-ad58-d5113ca3ae9a,Eliminated,CLEM,
nicko5,b32c4c59-a70b-495d-ad58-d5113ca3ae9a,Active,Unknown,
Gorider87,b9f52573-bc2b-4474-8c2c-e5e7dbffc4d4,Eliminated,MIZZ,
Gorider87,b9f52573-bc2b-4474-8c2c-e5e7dbffc4d4,Active,Unknown,
jkrup,baab0105-eb0a-4893-b7d0-39be2c62b800,Eliminated,CLEM,
jkrup,baab0105-eb0a-4893-b7d0-39be2c62b800,Active,Unknown,
bennyfish,bb42625b-d35c-43ed-a53b-8855eab6a160,Eliminated,LOU,
bennyfish,bb42625b-d35c-43ed-a53b-8855eab6a160,Active,Unknown,
KP,c3a84e43-62f4-4d52-b30d-99e775a54f77,Eliminated,MIZZ,
KP,c3a84e43-62f4-4d52-b30d-99e775a54f77,Active,Unknown,
g-raffe9,dbcb93a0-da1d-42c8-867e-08cd53e2235c,Eliminated,LOU,
g-raffe9,dbcb93a0-da1d-42c8-867e-08cd53e2235c,Active,Unknown,
bfeld22,f3ccc477-9f90-4311-a92c-dab4fbc891c5,Eliminated,UCSD,
bfeld22,f3ccc477-9f90-4311-a92c-dab4fbc891c5,Active,Unknown,
yodolph,fc2827dc-a54a-47d1-8cbe-814aa5352a4e,Eliminated,KU,
yodolph,fc2827dc-a54a-47d1-8cbe-814aa5352a4e,Active,Unknown,
