player_id,2025-03-20,2025-03-21,2025-03-22
3e2b2688-e7ef-42c4-9f59-f96c364f3302,Auburn,Auburn,Purdue
5998e1b2-cd3b-40bc-877d-e742e54709e8,Maryland,Maryland,Maryland
8f6c0e77-03ab-4c09-b22a-9528b590aa40,Wisconsin,Wisconsin,Wisconsin
fe047f95-ff17-47eb-b0e9-33040135189e,Arizona,Arizona,UConn
